x,y,z
431431.996594,433996.139132,100.000000
431561.719756,433940.002907,100.000000
431694.711763,433892.122838,100.000000
431830.447754,433852.687887,100.000000
431968.392042,433821.853686,100.000000
432108.000224,433799.741922,100.000000
432248.721331,433786.439861,100.000000
432390.000000,433782.000000,100.000000
432531.278669,433786.439861,100.000000
432671.999776,433799.741922,100.000000
432811.607958,433821.853686,100.000000
432949.552246,433852.687887,100.000000
433085.288237,433892.122838,100.000000
433218.280244,433940.002907,100.000000
433348.003406,433996.139132,100.000000
433473.945767,434060.309970,100.000000
433595.610289,434132.262168,100.000000
433712.516818,434211.711763,100.000000
433824.203977,434298.345204,100.000000
433930.230988,434391.820588,100.000000
434030.179412,434491.769012,100.000000
434123.654796,434597.796023,100.000000
434210.288237,434709.483182,100.000000
434289.737832,434826.389711,100.000000
434361.690030,434948.054233,100.000000
434425.860868,435073.996594,100.000000
434481.997093,435203.719756,100.000000
434529.877162,435336.711763,100.000000
434569.312113,435472.447754,100.000000
434600.146314,435610.392042,100.000000
434622.258078,435750.000224,100.000000
434635.560139,435890.721331,100.000000
